id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
S774045,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,896,ir107,7/13/2018 0:52,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,129043,774045,Flash Flood,35.41328892,-119.3956166,39.48631483,-116.0120047,#NAME?,192,192,384000,384000,-73.58544922,40.66201401,0
S783637,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,897,ir107,9/9/2018 0:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130991,783637,Flash Flood,36.74689941,-88.23369022,39.7040441,-83.27815956,#NAME?,192,192,384000,384000,-73.4932251,17.43678665,0
S781919,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,898,ir107,8/24/2018 11:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,130628,781919,Lightning,36.28566129,-95.65699572,39.56161835,-91.06224544,#NAME?,192,192,384000,384000,-77.3157196,20.39020538,0
S780580,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,899,ir107,7/24/2018 23:50,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130397,780580,Thunderstorm Wind,30.262556,-84.68593591,33.09727718,-80.04774491,#NAME?,192,192,384000,384000,-67.77027893,23.5494194,0
S787620,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,900,ir107,10/5/2018 23:47,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,131662,787620,Hail,36.87845388,-101.1486645,40.36812931,-96.77262621,#NAME?,192,192,384000,384000,-70.34255981,31.22828293,0
S776501,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,901,ir107,7/17/2018 1:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129626,776501,Flash Flood,40.6896933,-80.61210972,43.26000019,-74.97265398,#NAME?,192,192,384000,384000,-70.49481201,23.63768387,0
S798653,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,902,ir107,12/28/2018 17:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,133483,798653,Flood,34.30825249,-87.78695943,37.25729244,-82.99454016,#NAME?,192,192,384000,384000,-61.36800766,14.51626682,0
S790193,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,903,ir107,10/9/2018 13:31,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,132044,790193,Tornado,33.5653733,-99.42366667,36.99435088,-95.16200297,#NAME?,192,192,384000,384000,-67.425354,15.87033463,0
S769210,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,0,ir069,8/13/2018 14:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:80:90:95:100:105:110:115:120,128207,769210,Flash Flood,38.72374597,-77.76167796,41.16358562,-72.19865496,#NAME?,192,192,384000,384000,-65.39877319,-19.3378334,0
S762846,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,1,ir069,8/1/2018 2:41,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,127107,762846,Hail,33.37666123,-108.5323953,37.12599943,-104.6852639,#NAME?,192,192,384000,384000,-78.69152832,-22.093853,0
S757387,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,2,ir069,7/4/2018 19:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,126333,757387,Tornado,28.80593327,-99.57554713,32.25161961,-95.55691151,#NAME?,192,192,384000,384000,-81.0628891,-18.28130341,0
S769502,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,3,ir069,7/17/2018 18:02,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-77:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,128298,769502,Thunderstorm Wind,30.97101565,-84.70868477,33.80207834,-80.02607669,#NAME?,192,192,384000,384000,-81.35691071,-23.69963837,0
S778627,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,4,ir069,7/17/2018 4:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,129942,778627,Flash Flood,32.51254943,-112.1546753,36.37561677,-108.5069864,#NAME?,192,192,384000,384000,-78.05537415,-23.00429535,0
S776127,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,5,ir069,7/2/2018 22:03,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,129536,776127,Thunderstorm Wind,41.23233503,-78.79355429,43.70529504,-73.01885899,#NAME?,192,192,384000,384000,-78.3216629,-18.84031677,0
S786332,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,6,ir069,8/23/2018 3:17,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,131413,786332,Flash Flood,32.23211105,-114.4869059,36.16424714,-110.9556424,#NAME?,192,192,384000,384000,-75.42445374,-22.22284698,0
S765543,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,7,ir069,7/7/2018 22:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,127664,765543,Thunderstorm Wind,32.7988157,-114.2045873,36.72318593,-110.6421173,#NAME?,192,192,384000,384000,-69.93053436,-19.50443459,0
S790352,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,8,ir069,12/20/2018 12:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,132088,790352,Thunderstorm Wind,27.34262505,-84.06435118,30.17010596,-79.57974544,#NAME?,192,192,384000,384000,-68.50992584,-19.10361671,0
S771487,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,9,ir069,7/16/2018 23:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128618,771487,Flash Flood,35.19276982,-95.07297496,38.44779161,-90.52469401,#NAME?,192,192,384000,384000,-79.60357666,-17.46283913,0
S785865,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,10,ir069,11/2/2018 20:07,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,131346,785865,Thunderstorm Wind,26.54567202,-84.21401709,29.38558331,-79.77874838,#NAME?,192,192,384000,384000,-80.78013611,-21.45390701,0
S771897,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,11,ir069,7/20/2018 18:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128688,771897,Thunderstorm Wind,39.6016195,-88.49954073,42.55824605,-83.31854603,#NAME?,192,192,384000,384000,-62.83281708,-15.20106983,0
S786459,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,12,ir069,9/2/2018 1:11,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,131440,786459,Hail,33.01576013,-111.8909115,36.87105787,-108.213014,#NAME?,192,192,384000,384000,-64.29840851,-17.97114754,0
S774604,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,13,ir069,7/20/2018 23:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129273,774604,Thunderstorm Wind,30.08546831,-111.7298703,33.93529267,-108.1447591,#NAME?,192,192,384000,384000,-83.4712677,-21.78186035,0
S778798,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,14,ir069,9/4/2018 2:36,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,130028,778798,Hail,45.07167861,-105.1027723,48.71447399,-100.3616622,#NAME?,192,192,384000,384000,-71.10839844,-23.58008003,0
S780574,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,15,ir069,8/16/2018 1:26,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,130394,780574,Flash Flood,42.1353248,-98.77566129,45.52958489,-93.89880678,#NAME?,192,192,384000,384000,-63.86484146,-19.44158554,0
S794783,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,16,ir069,11/13/2018 9:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,132836,794783,Tornado,33.37952659,-79.21277994,35.9357845,-74.16324551,#NAME?,192,192,384000,384000,-76.67405701,-26.96372032,0
S763523,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,17,ir069,7/27/2018 21:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,127381,763523,Hail,43.80708317,-111.6142237,47.67431459,-107.3944081,#NAME?,192,192,384000,384000,-62.27196121,-25.10255623,0
S776707,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,18,ir069,9/22/2018 23:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129602,776707,Flash Flood,30.76402228,-95.95254274,34.06723137,-91.70053274,#NAME?,192,192,384000,384000,-72.74128723,-16.77519417,0
S787165,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,19,ir069,9/30/2018 7:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131596,787165,Flash Flood,34.11431482,-84.67235579,36.92379328,-79.77156361,#NAME?,192,192,384000,384000,-59.27641296,-16.67252731,0
S788965,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,20,ir069,10/25/2018 0:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131893,788965,Flash Flood,27.6764049,-97.13018578,31.03528642,-93.07315413,#NAME?,192,192,384000,384000,-74.19190979,-20.64512634,0
S764450,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,21,ir069,8/11/2018 1:07,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:53:63:63:73:78:83:88:93:98:103:108:113:118,127514,764450,Hail,29.3753532,-97.52661527,32.74333008,-93.40472315,#NAME?,192,192,384000,384000,-76.41259766,-26.46191597,0
S773841,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,22,ir069,8/7/2018 23:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129109,773841,Hail,39.29163039,-106.5926152,42.97924812,-102.3498155,#NAME?,192,192,384000,384000,-70.17518616,-22.57533264,0
S777840,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,23,ir069,8/31/2018 21:57,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,129841,777840,Thunderstorm Wind,29.63809616,-86.38308746,32.551791,-81.8427367,#NAME?,192,192,384000,384000,-77.5526886,-22.30393982,0
S788437,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,24,ir069,10/7/2018 20:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131824,788437,Funnel Cloud,37.35862799,-93.56250387,40.5452854,-88.79660769,#NAME?,192,192,384000,384000,-77.79013824,-22.21810722,0
S773812,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,25,ir069,7/15/2018 18:02,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,129100,773812,Thunderstorm Wind,38.36346174,-82.85716749,41.06072573,-77.53712668,#NAME?,192,192,384000,384000,-71.5748291,-13.67530632,0
S781948,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,26,ir069,8/16/2018 21:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130638,781948,Thunderstorm Wind,28.77646482,-85.28887589,31.64782714,-80.76202091,#NAME?,192,192,384000,384000,-79.20269012,-24.83498383,0
S782058,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,27,ir069,9/19/2018 22:37,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,130669,782058,Flood,28.88343467,-83.92595421,31.69367828,-79.34660477,#NAME?,192,192,384000,384000,-72.95600128,-14.44563293,0
S766360,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,28,ir069,8/18/2018 21:12,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,127769,766360,Thunderstorm Wind,34.7409858,-106.6813545,38.42894471,-102.686626,#NAME?,192,192,384000,384000,-78.75483704,-17.04051971,0
S775296,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,29,ir069,9/19/2018 20:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129396,775296,Hail,36.79486949,-80.95510569,39.4100675,-75.69519095,#NAME?,192,192,384000,384000,-55.98843002,-15.43778324,0
S788921,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,30,ir069,10/9/2018 17:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:80:90:95:100:105:110:115:120,131601,788921,Thunderstorm Wind,34.47327457,-97.56384708,37.82912437,-93.16925499,#NAME?,192,192,384000,384000,-64.22006989,-24.50755692,0
S770190,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,31,ir069,7/29/2018 21:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128386,770190,Hail,42.22109226,-105.6826469,45.88023358,-101.197143,#NAME?,192,192,384000,384000,-66.41434479,-22.4715271,0
S774496,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,32,ir069,7/30/2018 18:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129247,774496,Flash Flood,39.19172658,-81.58754522,41.82131166,-76.13736252,#NAME?,192,192,384000,384000,-55.72801208,-21.16748428,0
S784261,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,33,ir069,9/15/2018 7:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131103,784261,Thunderstorm Wind,45.08848131,-94.87153687,48.31562648,-89.49608861,#NAME?,192,192,384000,384000,-76.36360931,-19.19364738,0
S774267,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,34,ir069,9/17/2018 20:58,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,129199,774267,Hail,27.83937044,-92.64747512,31.02423854,-88.42485268,#NAME?,192,192,384000,384000,-69.87741852,-15.20993805,0
S799001,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,35,ir069,12/1/2018 22:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,133553,799001,Funnel Cloud,43.12147326,-124.5895603,47.35065867,-121.298291,#NAME?,192,192,384000,384000,-52.31107712,-32.18515396,0
S785304,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,36,ir069,9/1/2018 23:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131250,785304,Thunderstorm Wind,33.13436773,-103.8851998,36.72644344,-99.84021331,#NAME?,192,192,384000,384000,-77.63015747,-20.91812706,0
S781633,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,37,ir069,8/12/2018 19:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130591,781633,Lightning,28.78674474,-83.87791894,31.59553059,-79.30277474,#NAME?,192,192,384000,384000,-78.73554993,-23.06183434,0
S772561,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,38,ir069,7/4/2018 20:18,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,128819,772561,Thunderstorm Wind,42.22474574,-94.26052648,45.4298502,-89.13008602,#NAME?,192,192,384000,384000,-75.39763641,-19.61761665,0
S770037,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,39,ir069,8/24/2018 14:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128361,770037,Hail,43.34536107,-95.97387418,46.6223177,-90.83356855,#NAME?,192,192,384000,384000,-61.3956871,-19.52567291,0
S791686,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,40,ir069,12/1/2018 4:49,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,132310,791686,Thunderstorm Wind,33.74932852,-96.94073351,37.08250214,-92.56228507,#NAME?,192,192,384000,384000,-67.88880157,-15.88473606,0
S767590,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,41,ir069,8/20/2018 2:48,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,127978,767590,Thunderstorm Wind,33.351598,-94.87956362,36.60414858,-90.43841737,#NAME?,192,192,384000,384000,-81.23703003,-14.54059124,0
S771957,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,42,ir069,7/3/2018 0:51,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,128708,771957,Thunderstorm Wind,29.2268543,-85.27025798,32.09439606,-80.71599603,#NAME?,192,192,384000,384000,-79.58691406,-19.75023079,0.018216434
S787572,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,43,ir069,9/2/2018 20:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131654,787572,Thunderstorm Wind,41.24777049,-92.68712737,44.38649247,-87.5630844,#NAME?,192,192,384000,384000,-72.983078,-26.01054955,0
S779911,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,44,ir069,8/28/2018 0:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130265,779911,Thunderstorm Wind,45.5965242,-91.24510338,48.65907115,-85.60527023,#NAME?,192,192,384000,384000,-74.44608307,-26.1009655,0
S785583,ir069/2018/SEVIR_IR069_STORMEVENTS_2018_0701_1231.h5,45,ir069,9/10/2018 7:33,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,131295,785583,Flood,39.35751845,-82.9730213,42.05414477,-77.56655419,#NAME?,192,192,384000,384000,-56.63928223,-14.18656349,0
